,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable
7827,Domingo Moreau Sl,2019-02-26,"Málaga, Spain",within an hour,100%,97%,f,Recoleta,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$137.00,t,t
7828,Be Mate,2020-06-18,"Málaga, Spain",within an hour,100%,100%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$240.00,t,t
7829,Miguel,2016-03-10,Spain,within an hour,100%,99%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$73.00,t,t
7830,OndaLuz,2021-11-24,Spain,within an hour,99%,100%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$87.00,t,t
7831,Francisco,2015-09-22,"Málaga, Spain",within an hour,100%,100%,t,Recoleta,"['email', 'phone']",t,t,"Malaga, Andalucia, Spain",Centro,Entire rental unit,Entire home/apt,$85.00,t,f
7832,Emilio,2017-06-13,"Málaga, Spain",within an hour,100%,99%,t,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$144.00,t,t
7833,Luc Juliot,2017-05-09,"Málaga, Spain",within an hour,90%,99%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$164.00,t,t
7834,Andrea,2018-12-28,"Málaga, Spain",within an hour,100%,99%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Shared room in rental unit,Shared room,$25.00,t,f
7835,Ulyana,2018-07-16,"Málaga, Spain",within an hour,100%,99%,t,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$103.00,t,t
7836,Mayte,2012-02-02,Spain,within an hour,100%,100%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$84.00,t,t
7837,Carmen,2014-02-19,"Málaga, Spain",within an hour,100%,88%,t,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$55.00,t,f
7838,"Proamac Malaga, S.L.",2021-08-29,"Málaga, Spain",within an hour,100%,100%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$210.00,t,t
7839,Ana,2019-05-29,"Málaga, Spain",within an hour,97%,96%,f,Recoleta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$96.00,t,f
7840,Carlos Antonio,2023-06-08,"Málaga, Spain",within an hour,100%,100%,f,Recoleta,"['email', 'phone']",f,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$106.00,t,f
7841,La Recepción,2013-04-12,"Málaga, Spain",within an hour,97%,99%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t
7842,Halcyon Days,2018-01-11,"Málaga, Spain",within a few hours,100%,94%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$340.00,t,t
7843,Fernando,2020-02-15,"Andalusia, Spain",within an hour,98%,99%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$144.00,t,t
7844,Noelia,2014-02-01,"Málaga, Spain",within an hour,100%,95%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,f
7845,La Recepción,2013-04-12,"Málaga, Spain",within an hour,97%,99%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t
7846,Maria,2023-10-03,"Málaga, Spain",within an hour,100%,100%,f,El Candado,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$151.00,t,f
7847,Miguel,2015-08-12,"Málaga, Spain",within an hour,100%,82%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$117.00,t,f
7848,Bruno,2014-10-22,"Málaga, Spain",within an hour,100%,99%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$107.00,t,t
7849,Diego,2017-06-09,"Andalusia, Spain",within an hour,100%,100%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$165.00,t,f
7850,Avenue Rooms,2019-04-03,"Andalusia, Spain",a few days or more,0%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$160.00,t,t
7851,Wolfgang,2011-08-05,"Berlin, Germany",within an hour,100%,100%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire villa,Entire home/apt,$97.00,t,f
7852,La Recepción,2013-04-12,"Málaga, Spain",within an hour,97%,99%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$204.00,t,t
7853,Welcomergroup,2016-11-02,"Madrid, Spain",within an hour,100%,98%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$177.00,t,t
7854,Welcomergroup,2016-11-02,"Madrid, Spain",within an hour,100%,98%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$184.00,t,t
7855,Bruno,2014-10-22,"Málaga, Spain",within an hour,100%,99%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$125.00,t,t
7856,Maria,2020-07-15,"Málaga, Spain",within a few hours,100%,100%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$130.00,t,f
7857,Hgh Prime,2019-12-07,"Málaga, Spain",within an hour,89%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$131.00,t,t
7858,Salvador,2016-08-30,"Málaga, Spain",within an hour,89%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$60.00,t,t
7859,Emilio,2023-11-15,"Málaga, Spain",within an hour,89%,100%,f,El Candado,"['email', 'phone']",f,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$119.00,t,t
7860,Fran,2018-02-05,"Málaga, Spain",within an hour,100%,99%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$185.00,t,t
7861,Victoria,2018-02-06,"Málaga, Spain",within an hour,100%,92%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$76.00,t,f
7862,Patricia,2020-07-14,"Málaga, Spain",within an hour,100%,100%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$307.00,t,t
7863,Salva Y Javi,2016-03-07,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$115.00,t,f
7864,"Proamac Malaga, S.L.",2021-08-29,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$136.00,t,t
7865,Halcyon Days,2018-01-11,"Málaga, Spain",within a few hours,100%,94%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$286.00,t,t
7866,Carlos,2015-11-06,"Málaga, Spain",within a few hours,100%,94%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$68.00,t,f
7867,Good Vibes Apartments,2017-10-31,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$125.00,t,t
7868,Marcelo,2015-04-09,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire home,Entire home/apt,$168.00,t,f
7869,Avenue Rooms,2019-04-03,"Málaga, Spain",a few days or more,0%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$139.00,t,t
7870,La Recepción,2013-04-12,"Málaga, Spain",within an hour,97%,99%,f,El Candado,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$183.00,t,t
7871,"Proamac Malaga, S.L.",2021-08-29,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$134.00,t,t
7872,Steven,2019-03-07,"Málaga, Spain",within an hour,100%,98%,t,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$92.00,t,f
7873,Fabio,2021-09-14,"Málaga, Spain",within an hour,100%,100%,f,El Candado,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$244.00,t,t
7874,Holidu,2023-12-06,"Madrid, Spain",within an hour,100%,99%,f,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$64.00,t,t
7875,Welcomergroup,2016-11-02,"Madrid, Spain",within an hour,100%,98%,f,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$178.00,t,t
7876,Suite Homes,2014-12-22,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Alfa Mar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$81.00,t,t
7877,Alberto,2017-07-06,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$138.00,t,t
7878,"Proamac Malaga, S.L.",2021-08-29,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$180.00,t,t
7879,Jose Antonio,2020-09-17,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$89.00,t,t
7880,Jose Carlos,2016-06-06,"Granada, Spain",within an hour,100%,100%,f,Urbanización Alfa Mar,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$149.00,t,f
7881,Coeo,2022-03-28,"Málaga, Spain",within an hour,100%,99%,t,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$276.00,t,t
7882,Luona,2022-04-01,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$107.00,t,f
7883,Carmen,2016-04-01,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$145.00,t,t
7884,Domingo Moreau Sl,2019-02-26,"Málaga, Spain",within an hour,100%,97%,f,Urbanización Alfa Mar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$115.00,t,t
7885,Laro Rentals,2022-02-02,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Alfa Mar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$108.00,t,t
7886,Varduhi,2024-05-06,"Málaga, Spain",within a few hours,100%,100%,f,Urbanización Alfa Mar,"['email', 'phone']",f,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$179.00,t,f
7887,Urbe10,2017-09-21,"Rincón de la Victoria, Spain",within an hour,98%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$128.00,t,t
7888,Fernando,2020-02-15,"Andalusia, Spain",within an hour,98%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$135.00,t,t
7889,Fernando,2020-02-15,"Andalusia, Spain",within an hour,98%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$140.00,t,t
7890,Coeo,2022-03-28,"Málaga, Spain",within an hour,100%,99%,t,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$205.00,t,t
7891,Adori,2018-10-03,"Málaga, Spain",within an hour,100%,100%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$189.00,t,t
7892,Ana Y Pedro,2022-08-30,"Málaga, Spain",within an hour,100%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$272.00,t,t
7893,Gestitur,2021-05-04,"Málaga, Spain",within an hour,100%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$253.00,t,t
7894,Fernando Y Ainhoa,2015-06-24,"Málaga, Spain",within an hour,100%,87%,f,Urbanización San José,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$88.00,t,t
7895,Arroyo Del Peral SL,2017-11-22,"Málaga, Spain",within an hour,100%,100%,f,Urbanización San José,"['email', 'phone', 'work_email']",t,t,"Malaga, Spain",Centro,Entire rental unit,Entire home/apt,$148.00,t,t
7896,Pedro,2023-08-15,"Málaga, Spain",within an hour,100%,75%,f,Urbanización San José,['phone'],t,t,"Malaga, Spain",Centro,Private room in rental unit,Private room,$85.00,t,f
7897,Urbe10,2017-09-21,"Rincón de la Victoria, Spain",within an hour,98%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Malaga, Spain",Centro,Entire rental unit,Entire home/apt,$120.00,t,t
7898,Montse,2023-11-15,"Málaga, Spain",within a few hours,100%,100%,f,Urbanización San José,"['email', 'phone']",f,t,"Malaga, Spain",Centro,Entire rental unit,Entire home/apt,$165.00,t,t
7899,Claudio,2013-06-06,"Fuengirola, Spain",within an hour,100%,100%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$94.00,t,t
7900,Jose Manuel,2015-03-16,"Málaga, Spain",within an hour,100%,100%,t,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$119.00,t,t
7901,Rafa,2017-07-24,"Málaga, Spain",within an hour,100%,100%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$60.00,t,t
7902,Coeo,2022-03-28,"Málaga, Spain",within an hour,100%,99%,t,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$205.00,t,t
7903,Urbe10,2017-09-21,"Rincón de la Victoria, Spain",within an hour,98%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$86.00,t,t
7904,GuestReady,2023-10-10,"Rincón de la Victoria, Spain",within an hour,100%,100%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$95.00,t,t
7905,Gestitur,2021-05-04,"Rincón de la Victoria, Spain",within an hour,100%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$219.00,t,t
7906,Caterina,2012-10-06,"Barcelona, Spain",a few days or more,48%,39%,f,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$142.00,t,t
7907,Agathe,2014-03-26,"Málaga, Spain",within an hour,100%,100%,t,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire townhouse,Entire home/apt,$244.00,t,t
7908,Los Biznagales,2023-07-04,"Málaga, Spain",within an hour,77%,100%,t,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$207.00,t,t
7909,Urdinsa,2023-07-13,"Málaga, Spain",within an hour,100%,98%,t,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$290.00,t,f
7910,Fabio,2021-09-14,"Málaga, Spain",within an hour,100%,100%,f,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$194.00,t,t
7911,Patricio,2015-01-23,"Málaga, Spain",within an hour,100%,99%,f,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$464.00,t,f
7912,Maria Angeles,2016-02-21,"Málaga, Spain",within an hour,100%,100%,t,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$148.00,t,f
7913,Viviana,2015-10-02,"Málaga, Spain",within an hour,100%,87%,f,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$143.00,t,f
7914,Fran,2022-01-14,"Málaga, Spain",within an hour,100%,98%,t,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$122.00,t,f
7915,Steven,2019-03-07,"Málaga, Spain",within an hour,100%,98%,t,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$131.00,t,f
7916,Jose Antonio,2020-09-17,"Málaga, Spain",within an hour,100%,100%,f,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Room in aparthotel,Private room,$92.00,t,t
7917,Blanca,2017-03-13,"Málaga, Spain",within an hour,100%,100%,f,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$194.00,t,t
7918,Welcomergroup,2016-11-02,"Madrid, Spain",within an hour,100%,98%,f,El Gòtic,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$181.00,t,t
7919,Holidu,2018-04-16,"Madrid, Spain",within an hour,100%,100%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$92.00,t,t
7920,Fran Y Marta Isabel,2019-09-03,"Madrid, Spain",within an hour,100%,97%,t,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$102.00,t,f
7921,Kassandra,2017-09-19,"Málaga, Spain",within an hour,100%,93%,t,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$120.00,t,f
7922,Sauce,2015-02-20,"Granada, Spain",within an hour,100%,100%,t,Realejo - San Matias,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$170.00,t,f
7923,María,2015-04-10,"Málaga, Spain",within an hour,100%,94%,f,Realejo - San Matias,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,t
7924,Estrella,2023-06-27,"Málaga, Spain",within an hour,100%,100%,f,Realejo - San Matias,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$166.00,t,t
7925,Airgestión,2014-01-28,Spain,within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$162.00,t,t
7926,Susana,2022-02-07,Spain,within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire condo,Entire home/apt,$131.00,t,f
7927,Fernando,2020-02-15,"Andalusia, Spain",within an hour,98%,99%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$115.00,t,t
7928,La Casa Del Marqués,2015-11-02,"Andalusia, Spain",within an hour,98%,99%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$137.00,t,t
7929,Pedro Miguel,2023-03-11,"Andalusia, Spain",within an hour,98%,99%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$148.00,t,t
7930,Maria Dolores,2018-09-27,"Málaga, Spain",within a few hours,90%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$105.00,t,t
7931,Marcelo,2015-04-09,"Málaga, Spain",within a few hours,90%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$287.00,t,f
7932,Fernando Y Ainhoa,2015-06-24,"Málaga, Spain",within an hour,100%,87%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$101.00,t,t
7933,Francisco Javier,2017-09-06,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$279.00,t,f
7934,Holidu,2018-04-16,"Madrid, Spain",within an hour,100%,100%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$114.00,t,t
7935,Lydia,2013-12-22,"Málaga, Spain",within a few hours,100%,75%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$221.00,t,f
7936,Andrea,2018-12-28,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$33.00,t,f
7937,Sonia,2016-09-29,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Private room,Private room,$72.00,t,t
7938,Monika,2016-07-22,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Private room in home,Private room,$46.00,t,f
7939,Miguel,2016-05-09,"Málaga, Spain",within an hour,100%,73%,t,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire guest suite,Entire home/apt,$62.00,t,f
7940,Ana,2014-03-05,"Málaga, Spain",within an hour,96%,100%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire loft,Entire home/apt,$90.00,t,t
7941,Alicia,2017-10-01,"Andalusia, Spain",within an hour,100%,100%,t,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire condo,Entire home/apt,$84.00,t,t
7942,Sonia,2016-09-29,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire guest suite,Entire home/apt,$109.00,t,f
7943,Fernando,2014-07-02,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire loft,Entire home/apt,$80.00,t,t
7944,Carlos,2013-11-29,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$91.00,t,f
7945,Mount Joy,2023-05-11,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Torrox Park Tablazo,['phone'],t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Tiny home,Entire home/apt,$98.00,t,t
7946,Urbe10,2017-09-21,"Rincón de la Victoria, Spain",within an hour,98%,99%,f,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$87.00,t,t
7947,Javier,2017-03-27,"Rincón de la Victoria, Spain",within an hour,100%,95%,t,Urbanización San José,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Private room in home,Private room,$45.00,t,f
7948,Holidu,2023-05-05,"Madrid, Spain",within an hour,100%,99%,f,Urbanización el Pirata,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$116.00,t,t
7949,Alexis,2019-08-08,"England, United Kingdom",within an hour,100%,78%,f,Urbanización el Pirata,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Private room in condo,Private room,$60.00,t,f
7950,Pablo,2015-11-18,"Andalusia, Spain",within an hour,100%,98%,f,Urbanización el Pirata,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire loft,Entire home/apt,$68.00,t,f
7951,Holidu,2018-04-16,"Madrid, Spain",within an hour,100%,100%,f,Urbanización Torrox Park Tablazo,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$705.00,t,t
7952,Ruralidays,2021-03-12,"Andalusia, Spain",within a few hours,98%,95%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire home,Entire home/apt,$838.00,t,f
7953,Rocio,2023-05-28,"Andalusia, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$64.00,t,f
7954,Cruz,2016-01-30,"Málaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$42.00,t,f
7955,Teresa,2014-07-17,"Málaga, Spain",within an hour,100%,87%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$43.00,t,f
